Latitud,Longitud,P(ppm),K(ppm),N(ppm),S(ppm),pH,Compactacion(MPa)
-27.4213379880017,-51.1785827011608,30.8,247.8,51.4,16.6,5.95,2.0
-27.4213831280438,-51.1785827737714,41.6,359.4,60.5,30.5,6.7,1.43
-27.4214282680856,-51.1785828463822,42.9,312.4,68.2,33.6,6.41,1.59
-27.4214734081271,-51.1785829189931,40.9,360.4,78.1,35.5,6.5,1.37
-27.4215185481683,-51.1785829916042,37.3,330.7,67.6,33.5,6.58,1.62
-27.4215636882092,-51.1785830642155,34.8,262.4,53.5,25.3,6.15,1.87
-27.4216088282498,-51.178583136827,38.9,281.3,55.0,25.4,6.28,1.85
-27.4216539682901,-51.1785832094386,51.3,330.6,73.8,37.8,6.76,1.52
-27.4216991083302,-51.1785832820504,39.1,305.6,68.8,30.6,6.36,1.3
-27.4217442483699,-51.1785833546624,37.9,312.4,60.8,29.1,6.34,1.52
-27.4217893884094,-51.1785834272745,28.3,221.0,54.4,27.1,6.0,1.7
-27.4218345284485,-51.1785834998868,42.4,321.1,65.8,34.3,6.55,1.58
-27.4218796684874,-51.1785835724993,31.6,256.2,40.4,25.5,6.12,2.19
-27.421924808526,-51.1785836451119,34.7,274.3,54.2,24.5,6.05,1.91
-27.4219699485643,-51.1785837177247,38.7,361.0,69.7,38.7,6.55,1.57
-27.4220150886022,-51.1785837903377,30.2,293.7,56.8,30.9,6.32,1.43
-27.4220602286399,-51.1785838629509,29.5,227.0,48.2,25.9,6.14,1.89
-27.4221053686773,-51.1785839355642,33.5,309.5,59.6,25.3,6.19,1.9
-27.4221505087145,-51.1785840081777,38.8,331.7,64.0,37.7,6.42,1.68
-27.4221956487513,-51.1785840807914,46.6,314.7,71.8,35.9,6.63,1.45
-27.4222407887878,-51.1785841534052,44.4,411.2,77.2,36.6,6.87,1.67
-27.422285928824,-51.1785842260192,42.6,284.7,54.8,32.9,6.1,1.64
-27.42233106886,-51.1785842986333,47.8,395.1,89.5,40.6,6.81,1.23
-27.4223762088956,-51.1785843712477,44.8,350.9,65.5,35.9,6.51,1.6
-27.422421348931,-51.1785844438622,41.1,336.9,61.5,32.4,6.49,1.68
-27.4224664889661,-51.1785845164769,32.1,291.1,57.4,31.2,6.34,1.4
-27.4225116290008,-51.1785845890917,48.8,364.6,63.0,37.9,6.63,1.03
-27.4225567690353,-51.1785846617067,43.3,392.5,72.1,30.0,6.62,1.42
-27.4226019090695,-51.1785847343219,40.6,280.9,68.7,32.2,6.6,1.54
-27.4226470491034,-51.1785848069372,43.4,333.8,75.6,36.2,6.39,1.46
-27.422692189137,-51.1785848795528,38.8,309.9,50.1,29.3,6.22,1.79
-27.4227373291703,-51.1785849521685,32.5,212.1,43.3,25.1,5.88,1.93
-27.4227824692033,-51.1785850247843,43.8,281.9,52.8,24.3,6.43,1.71
-27.422827609236,-51.1785850974003,28.2,265.0,57.5,22.6,6.19,2.32
-27.4228727492685,-51.1785851700166,28.7,218.4,55.2,24.7,6.22,1.65
-27.4229178893006,-51.1785852426329,41.9,366.4,64.2,35.5,6.56,1.35
-27.4229630293324,-51.1785853152495,34.9,336.8,65.6,30.8,6.45,1.15
-27.423008169364,-51.1785853878662,41.9,327.4,69.4,29.7,6.34,1.35
-27.4230533093953,-51.178585460483,50.3,398.9,76.2,42.3,6.87,1.25
-27.4230984494262,-51.1785855331001,31.9,244.0,41.8,23.5,6.24,2.25
-27.4231435894569,-51.1785856057173,35.5,291.5,54.9,28.3,6.11,1.79
-27.4231887294873,-51.1785856783347,43.8,349.6,66.5,32.5,6.56,1.5
-27.4232338695174,-51.1785857509522,33.2,252.3,45.9,23.4,6.33,1.94
-27.4232790095472,-51.17858582357,31.4,248.2,53.3,26.9,6.08,1.73
-27.4233241495767,-51.1785858961879,33.2,312.3,74.3,29.7,6.35,1.53
-27.4233692896059,-51.1785859688059,34.3,249.9,57.5,24.5,5.99,1.92
-27.4234144296348,-51.1785860414241,49.4,365.1,74.7,35.8,6.54,1.5
-27.4234595696634,-51.1785861140425,41.2,375.3,65.1,35.0,6.63,1.6
-27.4235047096918,-51.1785861866611,50.2,438.7,77.4,34.3,6.83,1.28
-27.4235498497198,-51.1785862592799,48.0,356.1,74.8,32.7,6.66,1.19
-27.4235949897476,-51.1785863318988,41.1,325.3,71.6,32.9,6.64,1.67
-27.423640129775,-51.1785864045178,36.3,304.9,49.6,32.9,6.19,1.9
-27.4236852698022,-51.1785864771371,32.8,279.2,60.2,29.6,6.12,1.69
-27.4237304098291,-51.1785865497565,35.5,295.1,54.6,28.6,6.16,1.84
-27.4237755498556,-51.1785866223761,48.1,352.5,80.2,43.6,6.6,1.55
-27.4238206898819,-51.1785866949958,35.8,290.9,61.4,29.4,6.26,1.62
-27.4238658299079,-51.1785867676158,45.3,380.2,71.5,35.5,6.71,1.3
-27.4239109699336,-51.1785868402358,49.9,363.6,74.3,34.4,6.47,1.12
-27.423956109959,-51.1785869128561,30.1,330.3,58.9,23.5,6.4,1.56
-27.4240012499841,-51.1785869854765,26.0,241.0,42.6,20.9,5.89,2.02
-27.424046390009,-51.1785870580971,48.2,407.9,68.5,39.6,6.65,1.67
-27.4240915300335,-51.1785871307179,27.6,216.3,41.3,24.8,5.96,2.04
-27.4241366700577,-51.1785872033389,39.5,300.6,57.5,38.3,6.38,1.79
-27.4241818100817,-51.17858727596,24.3,307.6,51.4,25.3,6.01,2.0
-27.4242269501053,-51.1785873485812,39.0,304.2,68.5,36.2,6.53,1.59
-27.4242720901287,-51.1785874212027,49.8,410.6,78.8,38.7,6.7,1.2
-27.4243172301518,-51.1785874938243,28.2,257.2,50.4,21.6,5.99,2.02
-27.4243623701746,-51.1785875664461,43.2,369.5,77.2,39.2,6.7,1.05
-27.424407510197,-51.1785876390681,48.5,384.6,73.9,37.0,6.5,1.06
-27.4244526502192,-51.1785877116902,29.3,265.5,51.1,22.4,5.94,1.98
-27.4244977902411,-51.1785877843125,34.5,309.4,61.5,26.4,6.26,1.6
-27.4245429302627,-51.1785878569349,33.2,276.3,56.3,29.2,6.13,1.62
-27.424588070284,-51.1785879295576,39.6,348.9,78.4,26.5,6.38,1.73
-27.4246332103051,-51.1785880021804,29.3,246.5,49.4,30.2,5.96,2.16
-27.4246783503258,-51.1785880748033,35.0,250.5,65.0,29.5,6.11,2.13
-27.4247234903462,-51.1785881474265,28.3,237.9,55.3,22.9,6.19,1.82
-27.4247686303664,-51.1785882200498,32.0,273.3,56.1,28.4,6.06,2.19
-27.4248137703862,-51.1785882926733,40.3,296.9,65.6,33.9,6.36,1.82
-27.4248589104058,-51.1785883652969,34.3,255.6,48.0,26.9,6.24,1.72
-27.424904050425,-51.1785884379207,47.9,367.6,72.9,41.2,6.78,1.31
-27.424949190444,-51.1785885105447,36.8,329.1,62.3,32.3,6.33,1.88
-27.4249943304627,-51.1785885831689,43.7,293.8,64.1,29.8,6.46,1.52
-27.4250394704811,-51.1785886557932,36.6,298.5,53.2,31.0,6.35,1.58
-27.4250846104992,-51.1785887284177,41.0,355.3,80.7,32.1,6.53,1.66
-27.425129750517,-51.1785888010424,31.9,246.5,58.2,30.2,6.0,1.83
-27.4251748905345,-51.1785888736672,35.5,280.6,43.6,28.0,6.25,2.11
-27.4252200305517,-51.1785889462922,51.4,455.0,80.0,41.2,6.74,1.69
-27.4252651705686,-51.1785890189174,37.9,327.8,73.2,30.0,6.55,1.61
-27.4253103105853,-51.1785890915427,43.4,309.0,76.8,28.9,6.48,1.82
-27.4253554506016,-51.1785891641682,29.3,267.1,44.7,23.9,5.86,1.9
-27.4254005906176,-51.1785892367939,41.1,341.5,62.9,33.0,6.46,1.78
-27.4254457306334,-51.1785893094198,26.8,267.2,53.1,28.0,6.08,2.14
-27.4254908706489,-51.1785893820458,48.8,374.7,73.8,39.3,6.58,1.25
-27.425536010664,-51.178589454672,31.8,247.5,50.2,24.8,5.93,1.75
-27.4255811506789,-51.1785895272983,53.4,401.9,80.6,42.6,6.73,1.29
-27.4256262906935,-51.1785895999249,34.3,305.1,60.5,32.2,6.43,1.91
-27.4256714307078,-51.1785896725516,42.2,400.0,66.2,36.9,6.77,1.24
-27.4257165707218,-51.1785897451784,47.2,404.3,80.7,33.6,6.65,1.68
-27.4257617107355,-51.1785898178055,45.7,302.9,66.1,33.9,6.4,1.63
-27.4258068507489,-51.1785898904327,44.9,308.9,60.9,31.2,6.3,1.52
-27.425851990762,-51.17858996306,29.4,281.9,52.4,27.6,6.05,1.9
-27.4258971307748,-51.1785900356876,42.2,315.8,64.4,33.3,6.62,1.34
-27.4259422707874,-51.1785901083153,32.2,263.5,48.2,24.8,6.18,1.73
-27.4259874107996,-51.1785901809432,51.5,359.8,68.0,40.2,6.85,1.51
-27.4260325508116,-51.1785902535712,40.2,298.5,60.5,31.5,6.43,1.66
-27.4260776908232,-51.1785903261994,44.1,380.0,72.4,38.2,6.76,1.32
-27.4261228308346,-51.1785903988278,40.7,305.5,61.6,33.5,6.32,1.39
-27.4261679708457,-51.1785904714564,24.7,258.3,56.8,24.3,6.01,1.87
-27.4262131108564,-51.1785905440851,48.2,378.5,65.5,35.9,6.73,1.4
-27.4262582508669,-51.178590616714,35.2,278.5,59.6,31.2,6.4,1.6
-27.4263033908771,-51.1785906893431,41.0,374.2,71.9,39.3,6.6,1.63
-27.426348530887,-51.1785907619723,45.4,378.3,72.3,36.9,6.59,1.57
-27.4263936708966,-51.1785908346017,46.7,379.7,90.2,39.2,6.8,0.92
-27.426438810906,-51.1785909072313,49.1,329.2,63.0,37.3,6.64,1.64
-27.426483950915,-51.178590979861,33.2,281.4,60.6,30.5,6.25,1.93
-27.4265290909237,-51.178591052491,35.9,249.4,49.5,18.4,5.9,2.24
-27.4265742309321,-51.178591125121,49.3,352.1,78.2,42.6,6.68,1.42
-27.4266193709403,-51.1785911977513,49.8,366.4,70.5,33.2,6.66,1.35
-27.4266645109481,-51.1785912703817,27.1,234.0,55.3,29.5,6.01,2.1
-27.4267096509557,-51.1785913430123,40.3,286.7,56.4,26.6,6.39,1.45
-27.426754790963,-51.1785914156431,37.6,329.6,69.2,40.8,6.55,1.5
-27.42679993097,-51.178591488274,35.7,296.5,65.3,26.5,6.14,1.98
-27.4268450709766,-51.1785915609051,41.3,315.1,57.6,29.7,6.48,1.85
-27.426890210983,-51.1785916335364,37.7,290.6,61.8,31.7,6.23,1.69
-27.4269353509891,-51.1785917061678,33.2,334.8,59.8,26.7,6.27,1.66
-27.4269804909949,-51.1785917787994,36.4,300.6,57.5,30.9,6.13,1.94
-27.4270256310004,-51.1785918514312,44.1,357.3,67.8,26.7,6.49,1.32
-27.4270707710057,-51.1785919240631,47.0,396.7,77.5,38.6,6.8,1.3
-27.4271159110106,-51.1785919966953,24.1,229.4,52.2,20.4,6.08,2.03
-27.4271610510152,-51.1785920693275,43.5,349.1,58.7,37.7,6.55,1.56
-27.4272061910196,-51.17859214196,41.9,353.6,78.5,32.3,6.52,1.36
-27.4272513310236,-51.1785922145926,29.9,257.2,47.5,27.7,6.11,1.79
-27.4272964710274,-51.1785922872254,25.4,271.8,55.9,25.2,6.22,1.89
-27.4273416110308,-51.1785923598584,46.8,393.4,81.9,34.1,6.89,1.14
-27.427386751034,-51.1785924324915,40.6,324.9,63.9,31.5,6.33,1.7
-27.4274318910369,-51.1785925051248,55.4,423.8,75.8,36.3,6.75,1.19
-27.4274770310395,-51.1785925777583,27.1,234.5,47.6,20.3,5.91,2.43
-27.4275221710418,-51.1785926503919,54.3,387.6,90.5,34.0,6.67,1.27
-27.4275673110438,-51.1785927230257,31.4,254.3,37.1,24.5,5.89,1.97
-27.4276124510455,-51.1785927956597,42.2,349.7,72.8,31.2,6.4,1.42
-27.4276575910469,-51.1785928682939,33.2,289.5,56.8,30.1,6.4,2.07
-27.427702731048,-51.1785929409282,45.0,377.2,62.9,40.4,6.68,1.3
-27.4277478710489,-51.1785930135627,48.6,378.6,66.0,34.3,6.8,1.47
-27.4277930110494,-51.1785930861973,31.9,301.9,50.3,28.3,6.32,1.53
-27.4278381510497,-51.1785931588321,35.4,294.8,55.1,27.0,6.25,1.87
-27.4278832910496,-51.1785932314671,33.3,251.4,54.8,27.9,6.32,2.02
-27.4279284310493,-51.1785933041023,48.5,363.3,79.3,40.3,6.7,1.24
-27.4279735710486,-51.1785933767376,46.7,329.2,74.7,33.8,6.75,1.44
-27.4280187110477,-51.1785934493731,28.6,227.0,54.7,26.2,5.98,2.17
-27.4280638510465,-51.1785935220088,36.2,268.0,53.0,31.6,6.11,1.84
-27.428108991045,-51.1785935946446,38.9,296.7,69.2,33.1,6.16,1.42
-27.4281541310432,-51.1785936672807,27.4,277.8,57.4,26.7,6.27,1.5
-27.4281992710411,-51.1785937399168,43.7,371.4,78.1,31.9,6.58,1.51
-27.4282444110387,-51.1785938125532,27.4,308.2,61.3,27.5,6.22,2.01
-27.428289551036,-51.1785938851897,35.9,300.1,59.5,32.4,6.28,1.57
-27.428334691033,-51.1785939578264,47.1,355.7,70.0,33.9,6.68,0.97
-27.4283798310298,-51.1785940304632,32.1,315.2,46.7,32.8,6.17,2.33
-27.4284249710262,-51.1785941031003,33.6,286.3,59.0,34.5,6.43,1.4
-27.4284701110224,-51.1785941757375,38.1,354.4,67.0,31.3,6.62,1.3
-27.4285152510182,-51.1785942483748,41.4,377.0,75.3,37.9,6.7,1.4
-27.4285603910138,-51.1785943210124,42.6,390.6,73.5,40.2,6.52,1.44
-27.4286055310091,-51.1785943936501,36.1,306.2,59.1,28.9,6.33,1.64
-27.4286506710041,-51.1785944662879,26.3,238.8,45.1,25.4,5.94,2.37
-27.4286958109987,-51.178594538926,42.6,362.3,84.1,42.6,6.25,1.44
-27.4287409509931,-51.1785946115642,43.2,414.8,68.1,37.3,6.61,1.03
-27.4287860909872,-51.1785946842026,44.7,332.6,83.9,38.5,6.53,1.35
-27.428831230981,-51.1785947568411,52.3,415.9,75.2,37.1,6.79,0.87
-27.4288763709745,-51.1785948294799,42.8,373.7,66.3,32.2,6.43,1.64
-27.4289215109678,-51.1785949021187,33.9,230.2,61.3,27.1,6.07,2.01
-27.4289666509607,-51.1785949747578,35.3,352.7,74.1,36.4,6.59,1.26
-27.4290117909533,-51.178595047397,46.9,348.9,69.7,32.7,6.64,1.32
-27.4290569309457,-51.1785951200364,29.1,285.6,50.0,26.1,6.3,1.87
-27.4291020709377,-51.178595192676,24.9,240.8,52.4,22.8,6.12,2.0
-27.4291472109295,-51.1785952653157,45.0,395.6,76.4,35.8,6.78,1.84
-27.429192350921,-51.1785953379556,43.3,308.1,72.4,34.0,6.19,1.7
-27.4292374909122,-51.1785954105957,28.3,301.1,46.4,25.0,6.0,1.85
-27.429282630903,-51.178595483236,45.4,384.3,74.8,39.4,6.66,1.37
-27.4293277708936,-51.1785955558764,44.6,413.7,79.4,37.6,6.84,1.55
-27.4293729108839,-51.178595628517,37.6,310.9,62.7,27.0,6.17,1.63
-27.4294180508739,-51.1785957011577,37.1,313.2,53.3,26.6,6.07,2.06
-27.4294631908636,-51.1785957737986,52.0,377.9,77.1,39.8,6.75,1.13
-27.4295083308531,-51.1785958464397,45.7,338.7,63.1,27.0,6.24,1.8
-27.4295534708422,-51.178595919081,41.5,301.9,58.6,30.6,6.45,1.81
-27.429598610831,-51.1785959917224,43.1,360.5,74.9,36.0,6.6,1.32
-27.4296437508196,-51.178596064364,28.9,254.7,43.2,35.8,6.14,1.76
-27.4296888908078,-51.1785961370058,34.0,233.7,44.6,20.2,5.96,1.66
-27.4297340307958,-51.1785962096477,44.5,332.6,75.3,35.3,6.66,1.37
-27.4297791707834,-51.1785962822898,36.5,292.0,64.6,32.2,6.23,1.52
-27.4298243107708,-51.1785963549321,33.8,263.8,52.9,25.0,6.03,1.68
-27.4298694507579,-51.1785964275745,39.0,344.2,58.9,32.1,6.6,1.48
-27.4299145907447,-51.1785965002172,35.5,350.8,63.8,34.5,6.45,1.56
-27.4299597307312,-51.17859657286,32.3,246.9,45.4,27.7,6.17,1.92
-27.4300048707174,-51.1785966455029,53.6,409.1,70.2,37.2,6.56,1.46
-27.4300500107033,-51.178596718146,31.7,259.5,58.0,22.7,6.0,1.69
-27.4300951506889,-51.1785967907893,46.8,369.2,85.4,36.1,6.6,1.45
-27.4301402906742,-51.1785968634328,30.9,248.5,47.6,27.3,6.05,1.98
-27.4301854306592,-51.1785969360764,40.3,316.8,55.1,35.6,6.36,1.48
-27.430230570644,-51.1785970087202,47.3,417.5,76.2,36.7,6.64,1.09
-27.4302757106284,-51.1785970813642,27.5,220.2,46.8,24.3,6.08,2.09
-27.4303208506126,-51.1785971540083,41.3,356.0,71.5,31.0,6.47,1.55
-27.4303659905964,-51.1785972266526,38.5,263.5,56.9,28.4,6.33,1.75
-27.43041113058,-51.1785972992971,48.0,366.0,75.6,36.1,6.63,1.41
-27.4304562705633,-51.1785973719418,35.2,296.3,52.0,28.6,6.25,2.03
-27.4305014105463,-51.1785974445866,43.6,350.7,66.5,37.1,6.51,1.56
-27.430546550529,-51.1785975172316,29.6,239.2,51.7,24.9,5.98,1.63
-27.4305916905114,-51.1785975898767,38.1,303.3,66.3,23.6,6.25,2.08
-27.4306368304935,-51.178597662522,30.2,281.7,54.6,24.2,6.21,1.69
-27.4306819704753,-51.1785977351675,43.0,371.0,73.8,38.6,6.68,1.46
-27.4307271104568,-51.1785978078132,32.5,276.9,56.3,27.9,6.3,1.95
-27.430772250438,-51.178597880459,34.6,261.1,56.0,30.8,6.16,1.83
-27.4308173904189,-51.178597953105,46.9,360.6,64.2,35.0,6.52,1.42
-27.4308625303996,-51.1785980257512,39.4,372.1,74.3,30.3,6.58,1.51
-27.4309076703799,-51.1785980983975,37.3,309.7,68.5,29.4,6.28,1.98
-27.43095281036,-51.1785981710441,38.2,283.1,55.5,26.9,6.06,2.08
-27.4309979503398,-51.1785982436907,33.1,282.5,57.6,25.7,6.28,1.71
-27.4310430903192,-51.1785983163376,36.0,266.5,52.2,26.6,6.3,1.72
-27.4310882302984,-51.1785983889846,37.7,286.4,64.9,25.9,6.24,1.58
-27.4311333702773,-51.1785984616318,35.1,307.8,61.8,32.2,6.24,1.41
-27.4311785102559,-51.1785985342792,48.3,401.6,72.5,40.6,6.67,0.95
-27.4312236502342,-51.1785986069267,48.0,360.3,72.3,33.8,6.78,1.5
-27.4312687902122,-51.1785986795744,34.6,322.4,57.0,30.9,6.31,1.76
-27.4313139301899,-51.1785987522222,36.0,323.0,51.8,27.2,6.24,1.68
-27.4313590701673,-51.1785988248703,29.0,258.9,44.2,24.3,6.09,2.18
-27.4314042101445,-51.1785988975185,28.0,231.5,40.6,26.1,5.94,2.04
-27.4314493501213,-51.1785989701669,37.1,301.4,55.3,31.0,6.23,1.61
-27.4314944900978,-51.1785990428154,29.4,224.5,58.4,27.4,6.0,1.9
-27.4315396300741,-51.1785991154641,25.0,268.4,51.2,18.6,5.85,1.94
-27.4315847700501,-51.178599188113,39.2,370.3,64.4,38.3,6.42,1.24
-27.4316299100257,-51.178599260762,33.1,253.4,54.1,23.6,6.1,1.9
-27.4316750500011,-51.1785993334113,38.4,308.8,56.5,34.8,6.36,1.57
-27.4317201899762,-51.1785994060607,34.6,279.3,63.3,26.7,6.22,1.89
-27.431765329951,-51.1785994787102,38.6,292.9,59.0,31.2,6.36,1.81
-27.4318104699255,-51.1785995513599,41.8,297.0,68.8,37.1,6.42,1.44
-27.4318556098997,-51.1785996240098,30.7,298.1,54.2,28.4,6.15,1.77
-27.4319007498736,-51.1785996966599,48.3,371.5,74.9,42.6,6.67,1.1
-27.4319458898472,-51.1785997693102,28.8,285.6,65.5,28.0,6.36,1.52
-27.4319910298205,-51.1785998419606,45.8,356.6,74.1,33.3,6.66,1.43
-27.4320361697935,-51.1785999146111,29.2,206.3,52.3,23.4,5.87,1.42
-27.4320813097663,-51.1785999872619,43.8,328.4,70.3,37.3,6.57,1.65
-27.4321264497387,-51.1786000599128,46.7,343.6,70.7,42.2,6.42,1.43
-27.4321715897109,-51.1786001325639,42.5,331.5,72.0,25.7,6.46,1.46
-27.4322167296828,-51.1786002052151,38.2,321.7,56.7,32.6,6.36,1.78
-27.4322618696543,-51.1786002778666,40.5,355.7,65.9,32.8,6.5,1.32
-27.4323070096256,-51.1786003505181,45.8,398.7,73.4,40.3,6.83,1.2
-27.4323521495966,-51.1786004231699,33.5,295.3,55.7,26.0,6.26,2.23
-27.4323972895673,-51.1786004958218,29.2,242.3,52.5,25.2,6.12,1.84
-27.4324424295377,-51.1786005684739,38.0,306.3,56.7,31.4,6.31,1.66
-27.4324875695078,-51.1786006411262,33.2,278.6,53.0,26.1,6.34,1.76
-27.4325327094776,-51.1786007137786,33.8,240.1,53.1,28.7,6.02,1.82
-27.4325778494471,-51.1786007864313,47.1,361.0,80.8,37.4,6.7,1.55
-27.4326229894163,-51.178600859084,33.1,240.8,47.9,28.8,5.97,1.58
-27.4326681293853,-51.178600931737,37.1,290.5,62.7,26.9,6.3,1.4
-27.4327132693539,-51.1786010043901,33.0,288.0,51.4,28.2,6.2,2.04
-27.4327584093223,-51.1786010770434,43.5,345.6,73.2,36.9,6.76,1.42
-27.4328035492903,-51.1786011496968,49.7,367.6,83.4,39.9,6.62,0.98
-27.4328486892581,-51.1786012223505,45.8,315.8,68.4,30.8,6.29,1.52
-27.4328938292256,-51.1786012950043,31.2,272.8,56.4,27.8,6.02,1.46
-27.4329389691928,-51.1786013676582,41.4,320.8,67.1,36.4,6.43,1.3
-27.4329841091596,-51.1786014403123,26.1,278.9,41.0,26.8,6.09,2.13
-27.4330292491262,-51.1786015129667,39.9,345.8,71.0,33.6,6.44,1.75
-27.4330743890925,-51.1786015856211,37.2,322.2,59.7,24.2,6.37,1.68
-27.4331195290585,-51.1786016582758,37.2,296.7,58.9,32.9,6.45,1.71
-27.4331646690243,-51.1786017309306,31.1,245.9,53.7,20.6,6.2,1.89
-27.4332098089897,-51.1786018035856,39.3,314.2,59.2,32.9,6.28,1.41
-27.4332549489548,-51.1786018762407,26.5,249.6,53.3,26.9,6.17,2.04
-27.4333000889197,-51.178601948896,31.7,228.6,54.7,26.1,6.06,2.26
-27.4333452288842,-51.1786020215515,49.6,328.9,81.3,40.5,6.65,1.45
-27.4333903688485,-51.1786020942072,48.8,422.3,76.8,41.3,6.89,0.9
-27.4334355088124,-51.178602166863,33.5,304.1,65.7,30.7,6.27,1.85
-27.4334806487761,-51.178602239519,31.4,241.3,53.4,30.6,6.14,1.83
-27.4335257887395,-51.1786023121752,36.4,318.3,65.4,25.9,6.12,1.78
-27.4335709287026,-51.1786023848315,51.0,402.9,71.3,43.2,6.69,1.07
-27.4336160686653,-51.178602457488,30.7,251.1,53.1,26.2,6.12,1.88
-27.4336612086278,-51.1786025301447,47.8,352.7,76.4,36.5,6.8,1.58
-27.43370634859,-51.1786026028015,43.0,396.8,77.9,37.9,6.9,1.19
-27.4337514885519,-51.1786026754585,28.8,214.4,48.1,22.8,6.06,1.99
-27.4337966285136,-51.1786027481157,49.7,381.9,66.6,37.6,6.65,1.41
-27.4338417684749,-51.1786028207731,26.3,236.0,51.4,23.3,6.12,2.29
-27.4338869084359,-51.1786028934306,34.6,275.9,57.1,27.9,6.06,2.08
-27.4339320483967,-51.1786029660883,41.2,285.9,51.4,32.6,6.31,1.69
-27.4339771883571,-51.1786030387461,39.1,280.2,62.6,23.6,6.24,1.95
-27.4340223283173,-51.1786031114042,41.1,341.8,63.7,34.2,6.47,1.44
-27.4340674682771,-51.1786031840624,39.4,352.9,66.5,33.8,6.44,1.41
-27.4341126082367,-51.1786032567207,42.5,353.4,69.5,36.7,6.45,1.41
-27.434157748196,-51.1786033293793,40.2,365.3,80.9,39.2,6.49,1.59
-27.434202888155,-51.178603402038,30.7,286.3,54.5,27.3,6.28,1.69
-27.4342480281137,-51.1786034746968,41.9,350.4,72.1,32.4,6.53,1.46
-27.4342931680721,-51.1786035473559,28.7,221.6,47.1,21.1,5.95,2.12
-27.4343383080302,-51.1786036200151,46.6,389.5,71.4,35.8,6.83,1.36
-27.434383447988,-51.1786036926745,45.9,329.1,69.3,38.1,6.77,1.36
-27.4344285879455,-51.178603765334,30.3,259.0,45.7,20.5,6.09,2.0
-27.4344737279028,-51.1786038379938,45.4,379.4,77.9,30.4,6.93,1.34
-27.4345188678597,-51.1786039106536,39.5,314.4,75.2,36.3,6.34,1.67
-27.4345640078163,-51.1786039833137,45.5,356.7,71.3,37.6,6.7,1.49
-27.4346091477727,-51.1786040559739,48.5,410.5,80.8,43.3,6.63,1.12
-27.4346542877287,-51.1786041286343,46.6,373.2,77.5,35.7,6.59,1.49
-27.4346994276845,-51.1786042012949,45.3,349.0,71.7,40.3,6.46,1.69
-27.43474456764,-51.1786042739556,39.3,315.8,67.5,32.7,6.36,1.78
-27.4347897075952,-51.1786043466166,45.1,356.5,71.7,35.0,6.67,1.85
-27.4348348475501,-51.1786044192776,42.8,394.5,75.6,33.6,6.58,1.15
-27.4348799875047,-51.1786044919389,32.4,285.1,65.5,31.7,6.26,1.94
-27.434925127459,-51.1786045646003,42.3,361.4,68.2,32.9,6.59,1.87
-27.434970267413,-51.1786046372619,46.8,378.7,79.2,38.4,6.53,1.03
-27.4350154073667,-51.1786047099236,38.8,316.6,72.1,33.4,6.57,1.47
-27.4350605473201,-51.1786047825856,30.4,219.7,57.5,23.4,6.0,1.95
-27.4351056872732,-51.1786048552477,38.1,341.8,57.8,31.6,6.26,1.72
-27.4351508272261,-51.1786049279099,34.5,309.8,62.9,36.7,6.49,1.55
-27.4351959671786,-51.1786050005724,44.7,415.1,78.2,38.7,6.69,0.78
-27.4367758653334,-51.1786075438642,34.9,256.2,48.9,25.5,6.01,1.95
-27.4368210052754,-51.1786076165328,44.4,320.7,64.6,38.5,6.6,1.71
-27.4368661452172,-51.1786076892015,35.7,336.2,70.6,39.4,6.42,1.5
-27.4369112851586,-51.1786077618703,38.2,347.1,69.4,32.0,6.33,1.62
-27.4369564250997,-51.1786078345394,30.3,322.0,64.3,32.8,6.31,1.81
-27.4370015650406,-51.1786079072086,44.0,297.8,57.9,30.7,6.35,1.77
-27.4370467049811,-51.178607979878,44.3,365.6,70.8,38.0,6.46,1.34
-27.4370918449214,-51.1786080525475,50.5,300.3,78.1,37.2,6.44,1.42
-27.4371369848613,-51.1786081252172,32.8,283.3,60.0,31.1,6.16,1.79
-27.437182124801,-51.1786081978871,30.7,230.8,54.2,25.7,5.94,1.89
-27.4372272647404,-51.1786082705572,48.4,396.9,84.2,42.4,6.68,1.4
-27.4372724046795,-51.1786083432274,51.4,392.6,66.8,36.6,6.66,1.22
-27.4373175446183,-51.1786084158978,33.7,270.3,57.5,26.7,6.19,1.81
-27.4373626845568,-51.1786084885683,37.0,324.3,61.9,25.5,6.45,1.62
-27.437407824495,-51.1786085612391,46.7,422.4,70.3,33.3,6.81,1.52
-27.4374529644329,-51.17860863391,30.7,278.0,54.0,27.1,6.0,1.65
-27.4374981043705,-51.1786087065811,29.0,257.7,52.1,27.2,5.97,1.76
-27.4375432443078,-51.1786087792523,38.6,288.3,58.8,28.7,6.4,1.67
-27.4375883842449,-51.1786088519237,37.1,255.0,61.0,24.4,6.24,2.06
-27.4376335241816,-51.1786089245953,46.8,367.7,79.0,36.7,6.89,1.04
-27.4376786641181,-51.178608997267,33.7,254.5,52.7,25.1,5.89,2.15
-27.4377238040542,-51.178609069939,34.0,289.2,48.5,29.7,6.28,1.82
-27.4377689439901,-51.178609142611,52.5,377.0,79.6,37.9,6.81,1.32
-27.4378140839257,-51.1786092152833,49.5,387.1,73.3,34.8,6.63,1.27
-27.4378592238609,-51.1786092879557,49.8,404.9,72.9,40.7,6.95,1.39
-27.4379043637959,-51.1786093606283,39.1,300.2,59.7,27.1,6.26,2.02
